Date,Close,High,Low,Open,Volume,MA7,MA21,RSI14
2017-01-03,26.7708797454834,26.812367188106784,26.45050517796105,26.690210206622385,115127600,,,
2017-01-04,26.740917205810547,26.85385632580901,26.678686917179377,26.70173510709965,84472400,,,
2017-01-05,26.87690544128418,26.934526797301263,26.69251639864383,26.717869935968483,88774400,,,
2017-01-06,27.176532745361328,27.23415409194198,26.84463322634831,26.91608313339986,127007600,,,
2017-01-09,27.42546272277832,27.52687688171069,27.183454059595714,27.185757647960976,134247600,,,
2017-01-10,27.45311546325684,27.515345746010688,27.266422856531268,27.374749514772123,97848400,,,
2017-01-11,27.600635528564453,27.642122984248687,27.33557688160765,27.36784470731044,110354400,27.149206978934153,,
2017-01-12,27.485382080078125,27.496907052679664,27.24567706937037,27.40471254725915,108344800,27.251278741019114,,
2017-01-13,27.436983108520508,27.570665066846857,27.38397069109312,27.4531170167003,104447600,27.350716727120535,,
2017-01-17,27.65825653076172,27.713572551453154,27.24799267357642,27.27564980468984,137759200,27.462338311331614,,
2017-01-18,27.65594482421875,27.77349287981449,27.59140918850789,27.658250170769623,94852000,27.530825751168386,,
2017-01-19,27.607540130615234,27.67899003983621,27.51304203375497,27.51995631420036,102389200,27.556836809430802,,
2017-01-20,27.65825653076172,27.76197428936624,27.59602622729193,27.76197428936624,130391600,27.586142676217214,,
2017-01-23,27.676692962646484,27.844946354610684,27.60524127815325,27.658253704811816,88200800,27.59700802394322,,
2017-01-24,27.651338577270508,27.681301051487395,27.54301013888461,27.554535114294996,92844000,27.620716094970703,,81.00577646426652
2017-01-25,28.091562271118164,28.142269344718223,27.72278595193256,27.75505376995729,129510400,27.714227403913224,,86.90102606058396
2017-01-26,28.10538673400879,28.2206294196382,28.0270207933796,28.043154699029163,105350400,27.778103147234237,,85.96408940349278
2017-01-27,28.10770034790039,28.199894880983315,28.027030790877003,28.151493146769283,82251600,27.842639650617325,,83.00575471085824
2017-01-30,28.0339412689209,28.0339412689209,27.810371886498583,27.87260217676784,121510000,27.903554098946707,,74.62592322703357
2017-01-31,27.969409942626957,27.97862957195149,27.80115654323148,27.92331355446876,196804000,27.948004586356028,,70.28946291429756
2017-02-01,29.674997329711918,30.07604321991252,29.273953197975487,29.27856213257431,447940000,28.233476638793945,27.65989721389044,86.64446449618222
2017-02-02,29.624292373657227,29.82250998639,29.45142829919011,29.49752644079325,134841600,28.515327181134904,27.79577400570824,88.66655127208732
2017-02-03,29.751056671142575,29.77641020651604,29.539010519350114,29.573581923528376,98029200,28.752397809709823,27.93911398024786,90.68048656670575
2017-02-06,30.02994728088379,30.07835077210367,29.70957265088489,29.76258683577543,107383600,29.027335030691965,28.089258829752605,90.86553029431619
2017-02-07,30.315736770629883,30.444807999521245,30.06681217908487,30.087555015815152,152735200,29.342768805367605,28.238744735717773,91.7510321763577
2017-02-08,30.43328857421875,30.474777772166192,30.244292388027542,30.274256613382484,92016400,29.68553270612444,28.381974538167317,93.41363724807591
2017-02-09,30.65320587158203,30.66015013053384,30.35227503235655,30.474961650073816,113399600,30.068932124546595,28.534359795706614,93.73914332097664
2017-02-10,30.583755493164062,30.773574630564617,30.567553401923718,30.66246297062399,80262000,30.198754719325475,28.676413127354213,91.83229731836437
2017-02-13,30.854589462280277,30.977279584405803,30.729589297262265,30.805979660619364,92141600,30.374511446271622,28.836851574125745,93.05279974733726
2017-02-14,31.255069732666016,31.271271827292853,30.84534076501432,30.89626768900161,132904800,30.589370455060685,29.018665222894576,92.97777920583088
2017-02-15,31.368492126464844,31.54442276859797,31.162470873579785,31.37080923418327,142492400,30.78059114728655,29.195343108404252,93.16280545986567
2017-02-16,31.33146095275879,31.458774733939677,31.21340147483764,31.40553423278166,90338400,30.925694601876394,29.370367685953777,92.25428485571815
2017-02-17,31.417102813720703,31.442566271235464,31.273583434369908,31.273583434369908,88792800,31.066239493233816,29.551775432768324,94.20587477364361
2017-02-21,31.64396476745605,31.655539711445915,31.477295464097686,31.535166651869982,98028800,31.207776478358678,29.7415710630871,96.05942964032263
2017-02-22,31.738862991333008,31.74117656643125,31.50737832318301,31.581451580259632,83347600,31.372791835239955,29.935007731119793,93.39063359644283
2017-02-23,31.60461807250977,31.824527916409927,31.551377559859272,31.801381556733773,83152800,31.479938779558456,30.123259135654994,90.22144123915993
2017-02-24,31.634706497192383,31.634706497192383,31.31525641477906,31.46109293625939,87106400,31.53417260306222,30.291980289277575,89.82173315214995
2017-02-27,31.69719123840332,31.815250669785502,31.54672762967851,31.74580456876812,81029600,31.58112961905343,30.46301859901065,88.79662966829302
2017-02-28,31.711091995239254,31.815259409291937,31.643959450683795,31.73192477161452,93931600,31.63536262512207,30.634608677455358,87.17362406858632
2017-03-01,32.3592414855957,32.442576110710704,31.852293009336645,31.91942201159624,145658400,31.769953863961355,30.84057535443987,90.0005862900045
2017-03-02,32.16712188720703,32.472679915469456,32.12082211222392,32.4078644691054,104844000,31.844690595354354,31.040466399419877,81.81019557550506
2017-03-03,32.35693359375,32.368508536083255,32.081466214230424,32.125448875790894,84432400,31.932986395699636,31.168177650088357,85.46399492181311
2017-03-06,32.255062103271484,32.35460231425894,32.08376576630517,32.26200635843636,87000000,32.02590697152274,31.293452399117605,80.04007793021799
2017-03-07,32.296749114990234,32.40323010814363,32.1277627262672,32.19026458966033,69785200,32.120484488351,31.414675848824636,76.40888658501684
2017-03-08,32.1763801574707,32.36156866337355,32.134714598035465,32.1648052135686,74828800,32.18894004821777,31.51688693818592,70.4098684527539
2017-03-09,32.102298736572266,32.127762196632915,31.724981051170836,32.1161907865679,88623600,32.24482672555106,31.60196131751651,69.11600406782874
2017-03-10,32.20878601074219,32.2597129352126,32.09304364279613,32.23424947297739,78451200,32.223333086286274,31.686508814493816,69.4320433256805
2017-03-13,32.22267532348633,32.2759158250435,32.13471352356076,32.14165778323444,69686800,32.231269291469026,31.761245455060685,65.86305151383667
2017-03-14,32.17405700683594,32.32683421147691,32.139332185463424,32.24581669262619,61236400,32.20514406476702,31.83697409856887,62.23965513726816
2017-03-15,32.51433563232422,32.58146462695435,32.18331074467614,32.271276042348795,102767200,32.24218314034598,31.916009630475724,72.92823203878076
2017-03-16,32.56757736206055,32.64396772367826,32.468037121585745,32.57452161928256,76928000,32.28087288992746,31.97850999378023,73.24054090270195
2017-03-17,32.40553665161133,32.63933487094776,32.38238677429371,32.63933487094776,175540000,32.31360953194754,32.02789306640625,66.81295537907549
2017-03-20,32.74583053588867,32.75508837066969,32.46110178285636,32.500453761984666,86168000,32.4055426461356,32.09524399893625,71.2651923349805
2017-03-21,32.370819091796875,33.05601534719135,32.34535563390981,32.89629034155211,158119600,32.42869022914341,32.14065905979702,50.268024776616585
2017-03-22,32.73656463623047,32.77823371741696,32.35229920075717,32.373135507438455,103440800,32.50210298810686,32.19268762497675,62.20185256026706
2017-03-23,32.620819091796875,32.77359982087255,32.549059409642595,32.69952303143862,81385200,32.56592614310129,32.23468553452265,55.83982521721218
2017-03-24,32.55601119995117,32.81064580732806,32.488882184648105,32.75508820239768,89582400,32.57187979561942,32.27998996916271,56.77112479015109
2017-03-27,32.61156463623047,32.69026858402224,32.088406970162104,32.266651172541444,94300400,32.57816369192941,32.32650702340262,57.03918648508948
2017-03-28,33.28749465942383,33.343048716972746,32.551371607320455,32.61850413642617,133499200,32.70415769304548,32.40223575773693,69.90014128887151
2017-03-29,33.361576080322266,33.44722782697001,33.146296990269626,33.259722240315085,116760000,32.792121342250276,32.48083023797898,72.55374852767157
2017-03-30,33.317596435546875,33.44954443082265,33.218059694277166,33.37778472764183,84829200,32.927375248500276,32.52646618797665,70.313705538348
2017-03-31,33.25509262084961,33.39629842816483,33.10462544757945,33.26898113760583,78646800,33.00145067487444,32.578274318150115,68.58314840042186
2017-04-03,33.26436233520508,33.36158551939869,33.11389864037205,33.26667944360948,79942800,33.09338542393276,32.621485210600355,69.90710107720403
2017-04-04,33.51203918457031,33.53981621676254,33.141662271852574,33.160181470706064,79565600,33.22996085030692,32.681341262090776,68.85389603836205
2017-04-05,33.33843994140625,33.67177859912132,33.28982658208216,33.38473619227167,110871600,33.33380017961775,32.7309455871582,63.933404398795844
2017-04-06,33.25509262084961,33.45416960276654,33.20647928002665,33.40092557896612,84596000,33.329171316964285,32.782312847319105,65.80542323611402
2017-04-07,33.18101501464844,33.37546130885718,33.16481292288576,33.27129390354365,66688800,33.303376879010884,32.83368028913225,58.98647786406024
2017-04-10,33.14167022705078,33.306025948716794,33.07916835743956,33.241210503259545,75733600,33.27824456351144,32.87810334705171,68.47976383828629
2017-04-11,32.78517532348633,33.18332924308847,32.42174269191748,33.088419679563074,121517600,33.211113521030974,32.90488906133743,51.17054521337672
2017-04-12,32.82452392578125,32.905541433604135,32.641649075102336,32.77822770242882,81400000,33.14827946254185,32.9358636765253,55.09258199629214
2017-04-13,32.65092849731445,32.95880367453886,32.65092849731445,32.85000554679124,71291600,33.02526365007673,32.94236809866769,52.25050198078906
2017-04-17,32.83147048950195,32.843045429197204,32.60924365675046,32.75044944381088,66328400,32.95283944266183,32.954934438069664,54.922255902318234
2017-04-18,32.68564224243164,32.880088562393745,32.66480946504497,32.73425558851045,58790000,32.87148938860212,32.968272799537296,32.33679345830386
2017-04-19,32.56526565551758,32.870827152662955,32.512025163927525,32.84305011916835,69313600,32.78352519444057,32.95967447190058,27.248075195968156
2017-04-20,32.972686767578125,33.08379845321876,32.67638658441855,32.690275103601536,93278400,32.75938470023019,32.98833483741397,41.840035233257886
2017-04-21,32.93332290649414,33.02822893073666,32.83609977510572,32.972674874043584,69283600,32.78054864065988,32.997704278855096,42.3032141266817
2017-04-24,33.25047302246094,33.322232737741146,33.1439884715379,33.21806529516738,68537200,32.841398511614116,33.02768779936291,49.71041810821344
2017-04-25,33.456478118896484,33.54212631405896,33.3036973933291,33.31295875788354,75486000,32.95647702898298,33.07056717645554,48.82110787530697
2017-04-26,33.25971603393555,33.4726850408515,33.19027345795837,33.4425909031442,80164800,33.01765496390207,33.10143152872721,48.3458985304891
2017-04-27,33.28519058227539,33.37084234148573,33.17407889150549,33.31528473001229,56985200,33.10330472673689,33.101321810767764,50.648164273908144
2017-04-28,33.25278091430664,33.403248112016215,33.16481911650478,33.3546347632973,83441600,33.20152119227818,33.096141088576545,51.57373280755673
2017-05-01,33.931026458740234,34.07454583698274,33.55602238930603,33.58843010478582,134411600,33.338426862444194,33.12535204206194,63.52092189915617
2017-05-02,34.14632034301758,34.280581946029244,33.99122595648107,34.15326460419253,181408800,33.51171221051897,33.167791457403276,74.50026641471707
2017-05-03,34.04214096069336,34.141681222939226,33.39630017256143,33.701858153687134,182788000,33.62480763026646,33.204828534807476,71.41695395627652
2017-05-04,33.91945266723633,34.06065847493561,33.75278340135599,33.91713909182939,93487600,33.690946851457866,33.224229176839195,72.71923567784127
2017-05-05,34.481956481933594,34.4865836319637,33.97268740457451,33.97268740457451,109310800,33.865552629743306,33.27868234543573,76.00253375434363
2017-05-08,35.41946792602539,35.579192912756085,34.49815993257278,34.49815993257278,195009600,34.17044939313616,33.38174783615839,84.4711217486835
2017-05-09,35.64633560180664,35.852356874597746,35.52133186693124,35.61855503173614,156521600,34.51238577706473,33.499144054594495,87.83353850131813
2017-05-10,35.47734069824219,35.634752116987755,35.21113472976516,35.56299243151182,103222800,34.7332878112793,33.61036645798456,82.66840213510383
2017-05-11,35.78417205810547,35.81206729700013,35.402970229604634,35.435511719351425,109020400,34.96726662772043,33.75317582629976,84.75867207550294
